genome_id,protein_acc,description,length_aa,n_CXXCH,n_CXXCK,n_heme_motifs,n_Cys,signal_peptide,predicted_localization,interpro_domains,neighbour_porin,notes
GCA_001273775.1,ALA60006.1,hypothetical protein NITMOv2_3614 [Nitrospira moscoviensis],432,5,0,5,10,,,,,
GCA_001273775.1,ALA60007.1,hypothetical protein NITMOv2_3615 [Nitrospira moscoviensis],441,5,0,5,12,,,,,
GCA_001273775.1,ALA60589.1,conserved exported protein of unknown function [Nitrospira moscoviensis],445,5,0,5,10,,,,,
GCA_001273775.1,ALA60590.1,conserved exported protein of unknown function [Nitrospira moscoviensis],410,5,0,5,10,,,,,
GCA_001753675.2,OQD45202.1,hypothetical protein BIY37_09845 [Candidatus Brocadia sapporoensis],766,5,0,5,12,,,,,
GCA_001753675.2,OQD45444.1,nitrite reductase [Candidatus Brocadia sapporoensis],479,5,0,5,11,,,,,
GCA_011066545.1,QII09426.1,putative multiheme protein [Candidatus Kuenenia stuttgartiensis],334,5,0,5,14,,,,,
GCA_011066545.1,QII09428.1,putative multiheme protein [Candidatus Kuenenia stuttgartiensis],237,5,0,5,14,,,,,
GCA_011066545.1,QII12964.1,putative pentaheme protein [Candidatus Kuenenia stuttgartiensis],763,5,0,5,11,,,,,
GCA_011066545.1,QII13722.1,hypothetical protein KsCSTR_43430 [Candidatus Kuenenia stuttgartiensis],386,5,0,5,14,,,,,
GCA_027571405.1,WBJ99350.1,cytochrome c family protein [Methylocystis parvus OBBP],217,5,0,5,10,,,,,
GCA_030583625.1,WKZ15107.1,MAG: multiheme c-type cytochrome [Candidatus Jettenia caeni],476,5,0,5,12,,,,,
GCA_030583625.1,WKZ16134.1,MAG: multiheme c-type cytochrome [Candidatus Jettenia caeni],327,5,0,5,15,,,,,
GCA_030583625.1,WKZ16136.1,MAG: cytochrome c3 family protein [Candidatus Jettenia caeni],320,5,0,5,12,,,,,
GCA_030583625.1,WKZ16247.1,MAG: ammonia-forming cytochrome c nitrite reductase subunit c552 [Candidatus Jettenia caeni],472,5,0,5,11,,,,,
GCA_030583625.1,WKZ16863.1,MAG: multiheme c-type cytochrome [Candidatus Jettenia caeni],257,5,0,5,10,,,,,
GCA_949769195.1,CAI8810917.1,"menaquinone reductase, multiheme cytochrome c subunit [Methylocaldum szegediense]",218,5,0,5,10,,,,,
GCF_000005845.2,NP_415516.1,cytochrome c menaquinol dehydrogenase TorC [Escherichia coli str. K-12 substr. MG1655],390,5,0,5,10,,,,,
GCF_000005845.2,NP_416387.1,cytochrome c quinol dehydrogenase TorY [Escherichia coli str. K-12 substr. MG1655],366,5,0,5,10,,,,,
GCF_000005845.2,NP_418494.1,cytochrome c552 nitrite reductase [Escherichia coli str. K-12 substr. MG1655],478,4,1,5,10,,,,,
GCF_000005845.2,NP_418495.2,periplasmic nitrite reductase penta-heme c-type cytochrome [Escherichia coli str. K-12 substr. MG1655],188,5,0,5,10,,,,,
GCF_000006765.1,NP_253261.1,cytochrome C [Pseudomonas aeruginosa PAO1],675,5,0,5,12,,,,,
GCF_000007985.2,WP_010943281.1,cytochrome c [Geobacter sulfurreducens],155,5,0,5,13,,,,,
GCF_000007985.2,WP_010943360.1,cytochrome c [Geobacter sulfurreducens],157,5,0,5,11,,,,,
GCF_000007985.2,WP_010943428.1,cytochrome c family protein [Geobacter sulfurreducens],488,5,0,5,12,,,,,
GCF_000007985.2,WP_010943775.1,ammonia-forming cytochrome c nitrite reductase subunit c552 [Geobacter sulfurreducens],490,4,1,5,11,,,,,
GCF_000007985.2,WP_010943840.1,cytochrome c3 family protein [Geobacter sulfurreducens],195,5,0,5,13,,,,,
GCF_000007985.2,WP_235045011.1,cytochrome C [Geobacter sulfurreducens],246,5,0,5,10,,,,,
GCF_000007985.2,WP_262421250.1,multiheme c-type cytochrome (seleno)protein ExtKL [Geobacter sulfurreducens],450,5,0,5,13,,,,,
GCF_000007985.2,WP_338029188.1,cytochrome c3 family protein [Geobacter sulfurreducens],118,5,0,5,10,,,,,
GCF_000019665.1,WP_012464298.1,cytochrome c3 family protein [Candidatus Methylacidiphilum infernorum],218,5,0,5,10,,,,,
GCF_000091165.1,WP_044595525.1,hypothetical protein [Candidatus Methylomirabilis oxyfera],231,5,0,5,11,,,,,
GCF_000091165.1,WP_044595790.1,"hypothetical protein, partial [Candidatus Methylomirabilis oxyfera]",404,5,0,5,10,,,,,
GCF_000146165.2,WP_011071461.1,pentaheme c-type cytochrome TorC [Shewanella oneidensis],392,5,0,5,10,,,,,
GCF_000146165.2,WP_011073711.1,ammonia-forming nitrite reductase cytochrome c552 subunit [Shewanella oneidensis],467,4,1,5,10,,,,,
GCF_000214665.1,WP_049794576.1,dockerin type I domain-containing protein [Methylomonas methanica],820,5,0,5,12,,,,,
GCF_000297415.1,WP_009060382.1,cytochrome c3 family protein [Candidatus Methylacidiphilum fumarolicum],218,5,0,5,10,,,,,
GCF_000372865.1,WP_020565010.1,cytochrome c3 family protein [Methylosarcina fibrata],188,5,0,5,10,,,,,
GCF_000685155.1,WP_048088734.1,hypothetical protein [Candidatus Methanoperedens nitratireducens],194,5,0,5,10,,,,,
GCF_000685155.1,WP_048089031.1,cytochrome c3 family protein [Candidatus Methanoperedens nitratireducens],325,5,0,5,12,,,,,
GCF_000685155.1,WP_048089356.1,multiheme c-type cytochrome [Candidatus Methanoperedens nitratireducens],408,5,0,5,10,,,,,
GCF_000685155.1,WP_048092700.1,cytochrome c3 family protein [Candidatus Methanoperedens nitratireducens],430,5,0,5,10,,,,,
GCF_000685155.1,WP_048092705.1,hypothetical protein [Candidatus Methanoperedens nitratireducens],403,5,0,5,10,,,,,
GCF_000685155.1,WP_048092745.1,hypothetical protein [Candidatus Methanoperedens nitratireducens],218,5,0,5,12,,,,,
GCF_000685155.1,WP_048093231.1,ammonia-forming cytochrome c nitrite reductase subunit c552 [Candidatus Methanoperedens nitratireducens],431,4,1,5,10,,,,,
GCF_000685155.1,WP_048093459.1,cytochrome c3 family protein [Candidatus Methanoperedens nitratireducens],319,5,0,5,13,,,,,
GCF_000685155.1,WP_048093461.1,cytochrome c3 family protein [Candidatus Methanoperedens nitratireducens],313,5,0,5,12,,,,,
GCF_000685155.1,WP_048093932.1,ammonia-forming cytochrome c nitrite reductase subunit c552 [Candidatus Methanoperedens nitratireducens],434,4,1,5,10,,,,,
GCF_000685155.1,WP_081810095.1,cytochrome c3 family protein [Candidatus Methanoperedens nitratireducens],321,5,0,5,12,,,,,
GCF_000685155.1,WP_198527437.1,carboxypeptidase-like regulatory domain-containing protein [Candidatus Methanoperedens nitratireducens],2081,5,0,5,10,,,,,
GCF_000786775.1,WP_034405325.1,hypothetical protein [Candidatus Scalindua brodae],333,5,0,5,11,,,,,
GCF_000786775.1,WP_034409879.1,hypothetical protein [Candidatus Scalindua brodae],368,5,0,5,12,,,,,
GCF_000786775.1,WP_034410535.1,hypothetical protein [Candidatus Scalindua brodae],230,5,0,5,11,,,,,
GCF_000949635.1,WP_052561721.1,MULTISPECIES: hypothetical protein [Candidatus Brocadia],180,0,5,5,16,,,,,
GCF_000949635.1,WP_052561945.1,MULTISPECIES: hypothetical protein [Candidatus Brocadia],263,5,0,5,13,,,,,
GCF_000949635.1,WP_052562019.1,MULTISPECIES: multiheme c-type cytochrome [Candidatus Brocadia],279,5,0,5,14,,,,,
GCF_000949635.1,WP_052562225.1,MULTISPECIES: multiheme c-type cytochrome [Candidatus Brocadia],513,5,0,5,15,,,,,
GCF_000949635.1,WP_052564299.1,cytochrome c3 family protein [Candidatus Brocadia sinica],326,5,0,5,17,,,,,
GCF_000949635.1,WP_052564505.1,MULTISPECIES: hypothetical protein [Candidatus Brocadia],767,5,0,5,11,,,,,
GCF_000949635.1,WP_052565197.1,MULTISPECIES: ammonia-forming cytochrome c nitrite reductase subunit c552 [Candidatus Brocadia],488,5,0,5,11,,,,,
GCF_000949635.1,WP_052565466.1,MULTISPECIES: hypothetical protein [Candidatus Brocadia],178,0,5,5,16,,,,,
GCF_000949635.1,WP_082058977.1,MULTISPECIES: multiheme c-type cytochrome [Candidatus Brocadia],347,5,0,5,16,,,,,
GCF_000949635.1,WP_157842300.1,MULTISPECIES: cytochrome c3 family protein [Candidatus Brocadia],331,5,0,5,16,,,,,
GCF_000949635.1,WP_157842311.1,MULTISPECIES: hypothetical protein [Candidatus Brocadia],208,0,5,5,17,,,,,
GCF_000968535.2,WP_014147890.1,cytochrome c3 family protein [Methylotuvimicrobium alcaliphilum],231,5,0,5,10,,,,,
GCF_000968535.2,WP_014150278.1,multiheme c-type cytochrome [Methylotuvimicrobium alcaliphilum],758,5,0,5,11,,,,,
GCF_001273775.1,WP_053380914.1,multiheme c-type cytochrome [Nitrospira moscoviensis],426,5,0,5,12,,,,,
GCF_001273775.1,WP_053380930.1,multiheme c-type cytochrome [Nitrospira moscoviensis],441,5,0,5,12,,,,,
GCF_001273775.1,WP_053381424.1,multiheme c-type cytochrome [Nitrospira moscoviensis],410,5,0,5,10,,,,,
GCF_001273775.1,WP_083448135.1,multiheme c-type cytochrome [Nitrospira moscoviensis],432,5,0,5,10,,,,,
GCF_001273775.1,WP_187299279.1,multiheme c-type cytochrome [Nitrospira moscoviensis],445,5,0,5,10,,,,,
GCF_001753675.2,WP_070067376.1,ammonia-forming cytochrome c nitrite reductase subunit c552 [Candidatus Brocadia sapporoensis],479,5,0,5,11,,,,,
GCF_001753675.2,WP_070067648.1,hypothetical protein [Candidatus Brocadia sapporoensis],766,5,0,5,12,,,,,
GCF_011066545.1,WP_099325775.1,MULTISPECIES: multiheme c-type cytochrome [Candidatus Kuenenia],386,5,0,5,14,,,,,
GCF_011066545.1,WP_099326446.1,MULTISPECIES: hypothetical protein [Candidatus Kuenenia],763,5,0,5,11,,,,,
GCF_011066545.1,WP_164994283.1,hypothetical protein [Candidatus Kuenenia stuttgartensis],237,5,0,5,14,,,,,
GCF_011066545.1,WP_230405712.1,cytochrome c3 family protein [Candidatus Kuenenia stuttgartensis],290,5,0,5,13,,,,,
GCF_027571405.1,WP_016919655.1,cytochrome c3 family protein [Methylocystis parvus],221,5,0,5,10,,,,,
GCF_949769195.1,WP_026610151.1,cytochrome c3 family protein [Methylocaldum szegediense],218,5,0,5,10,,,,,
GCA_000005845.2,AAC75262.1,periplasmic nitrate reductase cytochrome c protein [Escherichia coli str. K-12 substr. MG1655],200,4,0,4,8,,,,,
GCA_000006765.1,AAG04561.1,cytochrome c-type protein NapC [Pseudomonas aeruginosa PAO1],198,4,0,4,8,,,,,
GCA_000007985.2,AAR33403.1,cytochrome c [Geobacter sulfurreducens PCA],160,4,0,4,8,,,,,
GCA_000007985.2,AAR33949.1,cytochrome c [Geobacter sulfurreducens PCA],232,4,0,4,8,,,,,
GCA_000007985.2,AAR35164.1,cytochrome c [Geobacter sulfurreducens PCA],279,4,0,4,8,,,,,
GCA_000007985.2,AAR36305.1,cytochrome c [Geobacter sulfurreducens PCA],279,4,0,4,8,,,,,
GCA_000007985.2,AAR36322.2,lipoprotein cytochrome c [Geobacter sulfurreducens PCA],266,4,0,4,9,,,,,
GCA_000007985.2,AAR36546.2,"cytochrome c nitrite and sulfite reductase, menaquinol-oxidizing subunit [Geobacter sulfurreducens PCA]",154,4,0,4,8,,,,,
GCA_000007985.2,AAR36612.1,cytochrome c [Geobacter sulfurreducens PCA],264,4,0,4,9,,,,,
GCA_000008325.1,AAU90394.1,flavodoxin domain protein [Methylococcus capsulatus str. Bath],883,4,0,4,19,,,,,
GCA_000021745.1,ACK51000.1,photosynthetic reaction centre cytochrome c subunit [Methylocella silvestris BL2],338,4,0,4,10,,,,,
GCA_000091165.1,CBE67834.1,"hypothetical tetraheam c type cytochrome, part of bc1 complex, complex III [Candidatus Methylomirabilis oxygeniifera]",263,4,0,4,8,,,,,
GCA_000146165.2,AAN54044.1,periplasmic fumarate reductase FccA [Shewanella oneidensis MR-1],596,4,0,4,8,,,,,
GCA_000146165.2,AAN54478.1,flavocytochrome c heme submit [Shewanella oneidensis MR-1],123,4,0,4,8,,,,,
GCA_000146165.2,AAN54486.1,periplasmic tetraheme flavocytochrome IfcA [Shewanella oneidensis MR-1],589,4,0,4,10,,,,,
GCA_000146165.2,AAN55755.1,periplasmic tetraheme cytochrome c CctA [Shewanella oneidensis MR-1],116,4,0,4,8,,,,,
GCA_000146165.2,AAN56065.1,flavocytochrome c heme submit [Shewanella oneidensis MR-1],127,4,0,4,8,,,,,
GCA_000146165.2,AAN56298.2,flavocytochrome c heme submit [Shewanella oneidensis MR-1],124,4,0,4,9,,,,,
GCA_000146165.2,AAN56610.1,flavocytochrome c heme submit [Shewanella oneidensis MR-1],116,4,0,4,8,,,,,
GCA_000146165.2,AAN57551.1,membrane anchored tetraheme cytochrome c CymA [Shewanella oneidensis MR-1],187,4,0,4,8,,,,,
GCA_000685155.1,KCZ70396.1,"cytochrome c nitrate reductase, small subunit [Candidatus Methanoperedens nitroreducens]",161,4,0,4,8,,,,,
GCA_000685155.1,KCZ70805.1,hypothetical protein ANME2D_02830 [Candidatus Methanoperedens nitroreducens],194,4,0,4,8,,,,,
GCA_000685155.1,KCZ71080.1,respiratory nitrite reductase specific menaquinol--cytochrome-c reductase (NrfH) precursor [Candidatus Methanoperedens nitroreducens],137,4,0,4,8,,,,,
GCA_000785705.2,AMK75304.1,hypothetical protein JT25_002175 [Methylomonas denitrificans],168,4,0,4,9,,,,,
GCA_000785705.2,AMK76069.1,hypothetical protein JT25_006105 [Methylomonas denitrificans],201,4,0,4,8,,,,,
GCA_000786775.1,KHE92158.1,MAG: putative heme protein [Candidatus Scalindua brodae],385,4,0,4,9,,,,,
GCA_000786775.1,KHE92200.1,MAG: putative tetraheme cytochrome c protein [Candidatus Scalindua brodae],193,4,0,4,9,,,,,
GCA_000786775.1,KHE92299.1,MAG: hypothetical protein SCABRO_01856 [Candidatus Scalindua brodae],223,4,0,4,8,,,,,
GCA_000786775.1,KHE92697.1,MAG: putative heme protein [Candidatus Scalindua brodae],167,0,4,4,16,,,,,
GCA_000786775.1,KHE93016.1,MAG: putative cytochrome c-554 [Candidatus Scalindua brodae],474,4,0,4,11,,,,,
GCA_000786775.1,KHE93887.1,MAG: putative (tetraheme) protein [Candidatus Scalindua brodae],495,4,0,4,11,,,,,
GCA_000949635.1,GAN32117.1,hypothetical c554 cytochrome protein [Candidatus Brocadia sinica JPN1],415,4,0,4,11,,,,,
GCA_000949635.1,GAN32434.1,hypothetical (tetraheme) protein [Candidatus Brocadia sinica JPN1],493,4,0,4,8,,,,,
GCA_000949635.1,GAN33535.1,tetraheme cytochrome c protein [Candidatus Brocadia sinica JPN1],189,4,0,4,10,,,,,
GCA_001753675.2,OQD44694.1,hypothetical protein BIY37_12360 [Candidatus Brocadia sapporoensis],198,4,0,4,10,,,,,
GCA_001753675.2,OQD44805.1,hypothetical protein BIY37_11670 [Candidatus Brocadia sapporoensis],491,4,0,4,9,,,,,
GCA_001753675.2,OQD45443.1,cytochrome c nitrite reductase small subunit [Candidatus Brocadia sapporoensis],154,4,0,4,12,,,,,
GCA_011066545.1,QII10171.1,putative (tetraheme) protein [Candidatus Kuenenia stuttgartiensis],500,4,0,4,10,,,,,
GCA_011066545.1,QII12988.1,putative c554 cytochrome protein [Candidatus Kuenenia stuttgartiensis],453,4,0,4,12,,,,,
GCA_011066545.1,QII13600.1,Putative tetraheme cytochrome c protein [Candidatus Kuenenia stuttgartiensis],199,4,0,4,9,,,,,
GCA_030583625.1,WKZ15068.1,MAG: multiheme c-type cytochrome [Candidatus Jettenia caeni],428,4,0,4,10,,,,,
GCA_030583625.1,WKZ15828.1,MAG: hypothetical protein QY317_00705 [Candidatus Jettenia caeni],245,4,0,4,11,,,,,
GCA_030583625.1,WKZ16246.1,MAG: cytochrome c nitrite reductase small subunit [Candidatus Jettenia caeni],156,4,0,4,9,,,,,
GCA_030583625.1,WKZ16451.1,MAG: c-type cytochrome [Candidatus Jettenia caeni],497,4,0,4,9,,,,,
GCA_054182965.1,MGY8629225.1,NapC/NirT family cytochrome c [Nitrosomonas europaea],233,4,0,4,8,,,,,
GCA_054182965.1,MGY8629226.1,cytochrome c-550 CycA [Nitrosomonas europaea],235,4,0,4,9,,,,,
GCA_054182965.1,MGY8630297.1,cytochrome c-550 CycA [Nitrosomonas europaea],235,4,0,4,9,,,,,
GCA_054182965.1,MGY8630600.1,NapC/NirT family cytochrome c [Nitrosomonas europaea],233,4,0,4,8,,,,,
GCA_054182965.1,MGY8630601.1,cytochrome c-550 CycA [Nitrosomonas europaea],235,4,0,4,9,,,,,
GCF_000005845.2,NP_416706.1,periplasmic nitrate reductase cytochrome c protein [Escherichia coli str. K-12 substr. MG1655],200,4,0,4,8,,,,,
GCF_000006765.1,NP_249863.1,cytochrome C protein NapC [Pseudomonas aeruginosa PAO1],198,4,0,4,8,,,,,
GCF_000007985.2,WP_010940746.1,MULTISPECIES: multiheme c-type cytochrome [Geobacter],160,4,0,4,8,,,,,
GCF_000007985.2,WP_010941282.1,cytochrome c3 family protein [Geobacter sulfurreducens],232,4,0,4,8,,,,,
GCF_000007985.2,WP_010942431.1,cytochrome c [Geobacter sulfurreducens],279,4,0,4,8,,,,,
GCF_000007985.2,WP_010943561.1,selenite/tellurite reduction operon c-type cytochrome lipoprotein ExtS [Geobacter sulfurreducens],266,4,0,4,9,,,,,
GCF_000007985.2,WP_010943776.1,cytochrome c nitrite reductase small subunit [Geobacter sulfurreducens],154,4,0,4,8,,,,,
GCF_000007985.2,WP_232008929.1,cytochrome c3 family protein [Geobacter sulfurreducens],261,4,0,4,9,,,,,
GCF_000007985.2,WP_235044911.1,cytochrome c3 family protein [Geobacter sulfurreducens],246,4,0,4,8,,,,,
GCF_000021745.1,WP_012591070.1,photosynthetic reaction center cytochrome PufC [Methylocella silvestris],338,4,0,4,10,,,,,
GCF_000091165.1,WP_044595851.1,"hypothetical protein, partial [Candidatus Methylomirabilis oxyfera]",138,4,0,4,8,,,,,
GCF_000146165.2,WP_011071245.1,fumarate reductase flavoprotein subunit FccA [Shewanella oneidensis],596,4,0,4,8,,,,,
GCF_000146165.2,WP_011071617.1,cytochrome c3 family protein [Shewanella oneidensis],123,4,0,4,8,,,,,
GCF_000146165.2,WP_011072671.1,tetraheme c-type cytochrome CctA [Shewanella oneidensis],116,4,0,4,8,,,,,
GCF_000146165.2,WP_011072954.1,cytochrome c3 family protein [Shewanella oneidensis],127,4,0,4,8,,,,,
GCF_000146165.2,WP_011073178.1,cytochrome c3 family protein [Shewanella oneidensis],124,4,0,4,9,,,,,
GCF_000146165.2,WP_011073430.1,cytochrome c3 family protein [Shewanella oneidensis],116,4,0,4,8,,,,,
GCF_000146165.2,WP_011074189.1,NapC/NirT family cytochrome c CymA [Shewanella oneidensis],187,4,0,4,8,,,,,
GCF_000146165.2,WP_164925650.1,flavocytochrome c [Shewanella oneidensis],588,4,0,4,10,,,,,
GCF_000685155.1,WP_048092715.1,hypothetical protein [Candidatus Methanoperedens nitratireducens],194,4,0,4,8,,,,,
GCF_000685155.1,WP_052368965.1,cytochrome c nitrite reductase small subunit [Candidatus Methanoperedens nitratireducens],137,4,0,4,8,,,,,
GCF_000685155.1,WP_052368997.1,cytochrome c nitrite reductase small subunit [Candidatus Methanoperedens nitratireducens],161,4,0,4,8,,,,,
GCF_000785705.2,WP_036272078.1,MULTISPECIES: cytochrome c3 family protein [Methylomonas],168,4,0,4,9,,,,,
GCF_000785705.2,WP_062327941.1,MULTISPECIES: NapC/NirT family cytochrome c [Methylomonas],201,4,0,4,8,,,,,
GCF_000786775.1,WP_034401878.1,hypothetical protein [Candidatus Scalindua brodae],495,4,0,4,11,,,,,
GCF_000786775.1,WP_034403714.1,hypothetical protein [Candidatus Scalindua brodae],474,4,0,4,11,,,,,
GCF_000786775.1,WP_034404466.1,hypothetical protein [Candidatus Scalindua brodae],167,0,4,4,16,,,,,
GCF_000786775.1,WP_034405328.1,hypothetical protein [Candidatus Scalindua brodae],223,4,0,4,8,,,,,
GCF_000786775.1,WP_034405904.1,hypothetical protein [Candidatus Scalindua brodae],193,4,0,4,9,,,,,
GCF_000786775.1,WP_034406066.1,"hypothetical protein, partial [Candidatus Scalindua brodae]",406,4,0,4,10,,,,,
GCF_000949635.1,WP_052562597.1,c-type cytochrome [Candidatus Brocadia sinica],493,4,0,4,8,,,,,
GCF_000949635.1,WP_082059306.1,MULTISPECIES: cytochrome c nitrite reductase small subunit [Candidatus Brocadia],156,4,0,4,13,,,,,
GCF_000949635.1,WP_157842344.1,MULTISPECIES: multiheme c-type cytochrome [Candidatus Brocadia],415,4,0,4,11,,,,,
GCF_000949635.1,WP_157842471.1,MULTISPECIES: hypothetical protein [Candidatus Brocadia],198,4,0,4,10,,,,,
GCF_001753675.2,WP_070067375.1,cytochrome c nitrite reductase small subunit [Candidatus Brocadia sapporoensis],154,4,0,4,12,,,,,
GCF_001753675.2,WP_143299272.1,hypothetical protein [Candidatus Brocadia sapporoensis],159,4,0,4,9,,,,,
GCF_001753675.2,WP_179129389.1,cytochrome c [Candidatus Brocadia sapporoensis],452,4,0,4,8,,,,,
GCF_011066545.1,WP_164994502.1,c-type cytochrome [Candidatus Kuenenia stuttgartensis],500,4,0,4,10,,,,,
GCF_011066545.1,WP_164995289.1,multiheme c-type cytochrome [Candidatus Kuenenia stuttgartensis],453,4,0,4,12,,,,,
GCF_011066545.1,WP_164995425.1,MULTISPECIES: hypothetical protein [Candidatus Kuenenia],138,4,0,4,8,,,,,
GCF_054182965.1,WP_011111568.1,NapC/NirT family cytochrome c [Nitrosomonas europaea],233,4,0,4,8,,,,,
GCF_054182965.1,WP_011111569.1,MULTISPECIES: cytochrome c-550 CycA [Nitrosomonas],235,4,0,4,9,,,,,
GCA_000005845.2,AAC73126.1,chaperone protein DnaJ [Escherichia coli str. K-12 substr. MG1655],376,3,0,3,10,,,,,
GCA_000005845.2,AAC76543.1,cytochrome c peroxidase [Escherichia coli str. K-12 substr. MG1655],465,3,0,3,7,,,,,
GCA_000006765.1,AAG04989.1,probable cytochrome c [Pseudomonas aeruginosa PAO1],433,3,0,3,6,,,,,
GCA_000006765.1,AAG05654.1,probable cytochrome c precursor [Pseudomonas aeruginosa PAO1],439,3,0,3,7,,,,,
GCA_000006765.1,AAG08007.1,probable c-type cytochrome [Pseudomonas aeruginosa PAO1],415,3,0,3,6,,,,,
GCA_000007985.2,AAR33440.2,cytochrome c [Geobacter sulfurreducens PCA],93,3,0,3,6,,,,,
GCA_000007985.2,AAR33696.1,cytochrome c [Geobacter sulfurreducens PCA],91,3,0,3,6,,,,,
GCA_000007985.2,AAR33697.1,cytochrome c [Geobacter sulfurreducens PCA],95,3,0,3,6,,,,,
GCA_000007985.2,AAR33864.1,cytochrome c [Geobacter sulfurreducens PCA],134,3,0,3,9,,,,,
GCA_000007985.2,AAR33943.1,cytochrome c [Geobacter sulfurreducens PCA],91,3,0,3,7,,,,,
GCA_000007985.2,AAR34351.1,cytochrome c [Geobacter sulfurreducens PCA],92,3,0,3,7,,,,,
GCA_000007985.2,AAR35137.1,cytochrome c [Geobacter sulfurreducens PCA],90,3,0,3,6,,,,,
GCA_000007985.2,AAR35138.1,lipoprotein cytochrome c [Geobacter sulfurreducens PCA],511,3,0,3,8,,,,,
GCA_000007985.2,AAR35162.1,cytochrome c [Geobacter sulfurreducens PCA],147,3,0,3,8,,,,,
GCA_000007985.2,AAR36605.1,cytochrome c [Geobacter sulfurreducens PCA],212,3,0,3,7,,,,,
GCA_000008325.1,AAU90393.1,putative lipoprotein [Methylococcus capsulatus str. Bath],268,3,0,3,7,,,,,
GCA_000021745.1,ACK52276.1,Gluconate 2-dehydrogenase (acceptor) [Methylocella silvestris BL2],421,3,0,3,6,,,,,
GCA_000091165.1,CBE67844.1,conserved hypothetical protein; putative cytochrome c class I [Candidatus Methylomirabilis oxygeniifera],421,3,0,3,6,,,,,
GCA_000091165.1,CBE67885.1,exported protein of unknown function [Candidatus Methylomirabilis oxygeniifera],124,3,0,3,7,,,,,
GCA_000146165.2,AAN53564.1,4Fe-4S ferredoxin SirC [Shewanella oneidensis MR-1],235,0,3,3,22,,,,,
GCA_000146165.2,AAN54197.1,chaperone protein DnaJ [Shewanella oneidensis MR-1],378,3,0,3,10,,,,,
GCA_000146165.2,AAN57532.1,triheme cytochrome c [Shewanella oneidensis MR-1],100,3,0,3,7,,,,,
GCA_000190755.3,EGW20230.1,thioredoxin [Methylobacter tundripaludum SV96],143,1,2,3,6,,,,,
GCA_000190755.3,EGW21461.1,"cytochrome c, class I [Methylobacter tundripaludum SV96]",380,3,0,3,6,,,,,
GCA_000190755.3,EGW21499.1,Gluconate 2-dehydrogenase (acceptor) [Methylobacter tundripaludum SV96],442,3,0,3,7,,,,,
GCA_000214275.3,EIC28242.1,"cytochrome c, mono- and diheme variants family [Methylomicrobium album BG8]",427,3,0,3,6,,,,,
GCA_000214275.3,EIC28369.1,cytochrome c553 [Methylomicrobium album BG8],386,3,0,3,6,,,,,
GCA_000214275.3,EIC28419.1,helicase family protein with metal-binding cysteine cluster [Methylomicrobium album BG8],2148,3,0,3,39,,,,,
GCA_000214275.3,EIC29960.1,cytochrome c peroxidase [Methylomicrobium album BG8],469,3,0,3,6,,,,,
GCA_000496735.2,ESS70623.1,VCBS repeat [Methyloglobulus morosus KoM1],839,3,0,3,12,,,,,
GCA_000685155.1,KCZ70814.1,hypothetical protein ANME2D_02839 [Candidatus Methanoperedens nitroreducens],273,3,0,3,8,,,,,
GCA_000685155.1,KCZ70821.1,hypothetical protein ANME2D_02846 [Candidatus Methanoperedens nitroreducens],323,3,0,3,8,,,,,
GCA_000685155.1,KCZ71822.1,hypothetical protein ANME2D_01877 [Candidatus Methanoperedens nitroreducens],190,3,0,3,6,,,,,
GCA_000685155.1,KCZ73530.1,hypothetical protein ANME2D_00600 [Candidatus Methanoperedens nitroreducens],149,3,0,3,8,,,,,
GCA_000786775.1,KHE91817.1,MAG: hypothetical protein SCABRO_02423 [Candidatus Scalindua brodae],183,0,3,3,17,,,,,
GCA_000786775.1,KHE94069.1,"MAG: putative heme protein, partial [Candidatus Scalindua brodae]",244,3,0,3,7,,,,,
GCA_000949635.1,GAN32715.1,excinuclease ABC subunit A [Candidatus Brocadia sinica JPN1],936,0,3,3,19,,,,,
GCA_000949635.1,GAN33594.1,hypothetical protein BROSI_A2120 [Candidatus Brocadia sinica JPN1],375,0,3,3,21,,,,,
GCA_000949635.1,GAN34133.1,cytochrome c-554 precursor [Candidatus Brocadia sinica JPN1],236,3,0,3,10,,,,,
GCA_000968535.1,CCE23566.1,"chaperone protein DnaJ, co-chaperone with DnaK [Methylotuvimicrobium alcaliphilum 20Z]",384,3,0,3,11,,,,,
GCA_000968535.1,CCE23941.1,cytochrome c peroxidase [Methylotuvimicrobium alcaliphilum 20Z],467,3,0,3,6,,,,,
GCA_000968535.1,CCE25722.1,cytochrome c peroxidase (plasmid) [Methylotuvimicrobium alcaliphilum 20Z],466,3,0,3,6,,,,,
GCA_001753675.2,OQD45314.1,excinuclease ABC subunit A [Candidatus Brocadia sapporoensis],936,0,3,3,21,,,,,
GCA_001753675.2,OQD46306.1,hypothetical protein BIY37_04255 [Candidatus Brocadia sapporoensis],236,3,0,3,10,,,,,
GCA_011066545.1,QII12193.1,putative (triheme) protein [Candidatus Kuenenia stuttgartiensis],236,3,0,3,11,,,,,
GCA_011066545.1,QII12482.1,hypothetical protein KsCSTR_31030 [Candidatus Kuenenia stuttgartiensis],571,3,0,3,7,,,,,
GCA_030583625.1,WKZ14917.1,MAG: hypothetical protein QY317_13545 [Candidatus Jettenia caeni],246,3,0,3,7,,,,,
GCA_030583625.1,WKZ15062.1,MAG: molecular chaperone DnaJ [Candidatus Jettenia caeni],370,1,2,3,8,,,,,
